brand,primary_color,estimatedmarketvalue,gender,name,retailprice,silhouette
Nike,Volt,285.0,women,Nike Alphafly 3 Volt Concord (Women's),285.0,Air Zoom Alphafly NEXT% 3
Nike,Volt,285.0,men,Nike Alphafly 3 Volt Concord,285.0,Air Zoom Alphafly NEXT% 3
Nike,Midnight Navy,150.0,men,Nike Air Max 1 '86 Jackie Robinson,150.0,Nike Air Max 1 '86
Nike,Black,122.0,men,Nike Air More Uptempo 96 Black Star Blue,180.0,Air More Uptempo
Nike,White,160.0,men,Air Max 1 '86 OG Golf 'Big Bubble - Royal',160.0,Air Max 1
Nike,White,150.0,women,Wmns Air Max 1 '86 OG 'Big Bubble - Royal',150.0,Air Max 1
Nike,Volt,160.0,men,Nike Air Max DN Voltage Purple (2024),160.0,Air Max DN
Nike,Neutral Olive,210.0,men,Nike Zoom Vomero 5 Neutral Olive,160.0,Air Zoom Vomero 5
Nike,Summit White,126.0,men,Dunk Low 'Summit White Light Smoke Grey',115.0,Dunk
Nike,Malachite,130.0,women,Wmns Sabrina 1 'Oregon Ducks',130.0,Sabrina 1
Nike,Rust Pink,140.0,men,Nike Jordan Air Ship PE SP Rust Pink,140.0,Air Ship
Nike,Sail,89.0,women,Nike Dunk Low LX Year of the Dragon (2024) (Women's),135.0,Dunk
Nike,Sail,115.0,women,Wmns Dunk Low 'Give Her Flowers',115.0,Dunk
Nike,Sail,160.0,women,Wmns Air Max 90 Futura 'Give Her Flowers',160.0,Air Max 90
Nike,Neutral Grey,140.0,women,Wmns Air Max 1 '87 'Malachite',140.0,Air Max 1
Nike,White,140.0,men,Air Max 1 'Chili Volt',140.0,Air Max 1
Nike,Barely Rose,54.0,women,Nike Calm Slide Barely Rose (Women's),50.0,Calm Slide
Nike,Court Purple,95.0,women,Nike Air Force 1 Low Be True To Her School LSU (Women's),125.0,Nike Air Force 1 Low
Nike,Coconut Milk,119.0,men,Blazer Mid '77 'Waffle',110.0,Blazer
Nike,Dark Smoke Grey,150.0,men,Nike Lunar Roam Dark Smoke Grey Black,150.0,Nike Lunar Roam
Nike,Ashen Slate,150.0,men,Nike Book 1 Ashen Slate,150.0,Book 1
Nike,Light Orewood Brown,404.0,men,Nike Book 1 Light Orewood Brown,150.0,Book 1
Nike,White,1947.0,men,Nike LeBron 4 Fruity Pebbles (2024),250.0,Zoom LeBron 4
Nike,Sail,2000.0,men,Nike Jordan Air Ship PE SP Awake NY,150.0,Air Ship
Nike,Phantom,125.0,women,Wmns Dunk Low LX 'Ale Brown Ostrich',135.0,Dunk
Nike,Wheat,258.0,men,Dunk Low 'Waffle',125.0,Dunk
Nike,Phantom,125.0,women,Nike Dunk Low LX Gorge Green Ostrich (Women's),135.0,Dunk
Nike,Stadium Green,700.0,men,KD 16 'All-Star',160.0,KD 16
Nike,Black,175.0,men,Ja 1 'All-Star',140.0,Ja 1
Nike,Phantom,990.0,men,Air Max Plus Drift 'Phantom Cacao Wow',185.0,Air Max Plus Drift
Nike,Metallic Silver,345.0,men,Nike KD 4 Galaxy (2024),130.0,KD 4
Nike,Sail,97.0,women,Nike Cortez SE Valentine's Day (2024) (Women's),100.0,Cortez
Nike,Coconut Milk,230.0,men,Nike SB Dunk Low City Of Love Light Bone,125.0,Dunk SB
Nike,Burgundy Crush,282.0,men,Nike SB Dunk Low City Of Love Burgundy Crush,125.0,Dunk SB
Nike,Sail,114.0,women,Nike Air Force 1 Low '07 SE PRM Valentine's Day (2024) (Women's),130.0,Air Force 1
Nike,University Red,139.0,men,Nike Air Force 1 Low Layers of Love,125.0,Air Force 1
Nike,White,225.0,men,Air Max Penny 1 'Penny Story',180.0,Air Max 1
Nike,Pure Platinum,150.0,men,Nike Lunar Roam Platinum Tint Desert Moss,150.0,Lunar Roam
Nike,Metallic Gold,400.0,men,Vapor Edge Elite 360 2 'Super Bowl LVIII',220.0,Vapor Edge Elite 360 2
Nike,Jade Ice,187.0,men,LeBron 21 'Aragonite',200.0,LeBron 21
Nike,White,315.0,men,Nike Kobe 8 Protro Radiant Emerald,190.0,Kobe 8 System
Nike,White,353.0,men,Nike Kobe 8 Protro Court Purple,190.0,Kobe 8 System
Nike,Khaki,314.0,men,Nike KD 4 Year of the Dragon 2.0,150.0,KD 4
Nike,Jade Ice,160.0,women,Nike Sabrina 1 Brooklyn's Finest (Women's),130.0,Sabrina 1
Nike,Black,140.0,women,Wmns Flyknit Bloom 'Black Velvet Brown',140.0,Flyknit Bloom
Nike,Bronzine,180.0,men,Air Max Flyknit Venture 'Bronzine Smokey Mauve',180.0,Air Max Flyknit Venture
Nike,Pear,150.0,women,Wmns Flyknit Bloom 'Bronzine',150.0,Flyknit Bloom
Nike,Olive Aura,145.0,women,Wmns Air Force 1 Wild 'Olive Aura Aquarius Blue',145.0,Air Force 1
Nike,Sail,122.0,women,Wmns Air Max 90 LV8 SE 'Valentine's Day',160.0,Air Max 90
Nike,Summit White,117.0,women,Nike Air Footscape Woven Rainbow (Women's),160.0,Nike Air Footscape Woven
Nike,Coconut Milk,113.0,men,Dunk Low 'Sanddrift Armory Blue',135.0,Dunk
Nike,Sail,104.0,men,Nike Air Force 1 Low '07 Year of the Dragon (2024),135.0,Air Force 1
Nike,Fire Red,91.0,kid,Nike Air Force 1 Low Valentine's Day Fleece (2024) (GS),100.0,Air Force 1
Nike,Platinum Tint,107.0,men,Nike Air Max 1 Platinum Tint Dark Obsidian,140.0,Air Max 1
Nike,Black,164.0,men,Air Pegasus 2005 'Black Fire Red',150.0,Air Pegasus 2005
Nike,Black,109.0,men,Dunk Low 'Vintage Michigan',125.0,Dunk
Nike,White,64.0,women,Wmns Court Vision Low 'Valentine's Day 2024',80.0,Court Vision
Nike,White,101.0,women,Nike Air Force 1 Low '07 XLD Valentine's Day 2024 (Women's),110.0,Air Force 1
Nike,Summit White,90.0,kid,Dunk Low GS 'Dance',95.0,Dunk
Nike,Black,140.0,men,Metcon 9 TB 'Black Signal Blue',140.0,Metcon 9
Nike,Lemonade,47.0,kid,Mercurial Vapor 15 Club IC GS 'Mad Ready Pack',47.0,Mercurial Vapor
Nike,Black,72.0,kid,Phantom Luna 2 Academy AG GS 'Shadow Pack',72.0,Phantom Luna
Nike,Court Purple,129.0,men,Nike SB Dunk Low Court Purple (2021/2024),115.0,Dunk SB
Nike,Summit White,79.0,kid,Nike Zoom GT Cut 3 White Picante Red (GS),95.0,Air Zoom GT Cut 3
Nike,Black,170.0,men,Phantom Luna 2 Pro FG 'Shadow Pack',170.0,Phantom Luna
Nike,Summit White,110.0,kid,Nike Zoom GT Cut 3 White Picante Red (PS),65.0,Air Zoom GT Cut 3
Nike,Laser Fuchsia,65.0,kid,Nike Zoom GT Cut 3 Laser Fuchsia (PS),65.0,Air Zoom GT Cut 3
Nike,Black,65.0,kid,Nike Zoom GT Cut 3 Black Anthracite (PS),65.0,Air Zoom GT Cut 3
Nike,Black,140.0,kid,Nike Zoom GT Cut 3 Black Anthracite (GS),95.0,Air Zoom GT Cut 3
Nike,Laser Fuchsia,95.0,kid,Nike Zoom GT Cut 3 Laser Fuchsia (GS),95.0,Air Zoom GT Cut 3
Nike,Oil Green,179.0,men,LeBron 21 'Algae',200.0,LeBron 21
Nike,Dark Smoke Grey,180.0,men,Air More Uptempo '96 'Dark Smoke Grey',180.0,Air More Uptempo
Nike,Pacific Moss,170.0,men,Air Humara 'Pacific Moss',170.0,Air Humara
Nike,Black,160.0,men,Phantom GX 2 Pro FG 'Shadow Pack',160.0,Phantom GX
Nike,White,160.0,men,Phantom GX 2 Pro FG 'Mad Ready Pack',160.0,Phantom GX
Nike,Black,67.0,kid,Phantom GX 2 Academy MG GS 'Shadow Pack',67.0,Phantom GX
Nike,Black,90.0,men,Phantom GX 2 Academy IC 'Shadow Pack',90.0,Phantom GX
Nike,Lemonade,90.0,men,Zoom Mercurial Vapor 15 Academy MG 'Mad Ready Pack',90.0,Zoom Mercurial Vapor 15
Nike,Cool Grey,150.0,men,Air Max Pulse 'Cool Grey',150.0,Air Max Pulse
Nike,Summit White,103.0,women,Nike Air Max 1 '87 Smokey Mauve (Women's),140.0,Air Max 1
Nike,Photon Dust,99.0,women,Wmns Dunk Low 'Photon Dust Armory Blue',135.0,Dunk
Nike,White,90.0,men,Phantom GX 2 Academy MG 'Mad Ready Pack',90.0,Phantom GX
Nike,Oil Green,200.0,men,Nike LeBron 21 Algae,200.0,Nike LeBron 21
Nike,White,140.0,men,Phantom GX 2 Pro TF 'Mad Ready Pack',140.0,Phantom GX
Nike,Safety Orange,180.0,men,Zoom Fly 5 Premium 'Blue Ribbon Sports',180.0,Zoom Fly 5
Nike,Lemonade,42.0,kid,Mercurial Vapor 15 Club IC PS 'Mad Ready Pack',42.0,Mercurial Vapor
Nike,White,72.0,kid,Phantom Luna 2 Academy TF GS 'Mad Ready Pack',72.0,Phantom Luna
Nike,Black,184.0,kid,Air Force 1 LE GS 'Triple Black',90.0,Air Force 1
Puma,Blue,270.0,men,Puma Clyde Made in Japan Blue Blue Japan Navy,270.0,Puma Clyde
Puma,Silver,140.0,men,Hajime Sorayama x Spirex 'Silver Cool Light Grey',140.0,Spirex
Puma,Silver,300.0,men,Hajime Sorayama x Palermo 'Silver Cool Light Grey',100.0,Palermo
Puma,Putty,217.0,men,Spirex Premium 'Putty Prairie Tan',150.0,Spirex
Puma,Lilac Chiffon,180.0,men,MB.01 'Iridescent',140.0,MB.01
Puma,Bright Aqua,198.0,men,Scoot Zeros 'Northern Lights',100.0,Scoot Zeros
Puma,Chestnut Brown,85.0,men,Suede XL 'Chestnut Brown Peach Smoothie',85.0,Suede
Puma,Rose Quartz,140.0,women,lemlem x Wmns PWR XX Nitro Squared 'Rose Quartz Frozen Grape',140.0,PWR XX Nitro
Puma,Brown Mushroom,117.0,men,Palermo 'Brown Mushroom Ginger Tea',90.0,Palermo
Puma,Future Pink,85.0,men,Suede XL 'Future Pink',85.0,Suede
Puma,Cayenne Pepper,160.0,women,lemlem x Wmns ForeverRun Nitro 'Cayenne Pepper',160.0,ForeverRun Nitro
Puma,Icy Blue,100.0,women,lemlem x Wmns Suede Mid 'Icy Blue Cayenne Pepper',100.0,Suede
Puma,Black,274.0,men,Deviate Nitro 2 'Black Lime Pow',160.0,Deviate Nitro
Puma,White,120.0,men,Formula 1 x CA Pro 'White Pop Red',120.0,CA Pro
Puma,Black,65.0,kid,Blacktop Rider Leather Little Kid 'Black Shadow Grey',65.0,Blacktop Rider
Puma,Black,75.0,kid,Mayze Jr 'Wild - Pink Lilac Leopard',75.0,Mayze
Puma,White,90.0,women,Wmns Future Match 7 FG AG 'Phenomenal Pack',90.0,Future Match
Puma,Poison Pink,110.0,kid,Ultra Pro FG AG Big Kid 'Phenomenal Pack',110.0,Puma Ultra Pro
Puma,White,140.0,men,Future Pro 7 FG AG 'Phenomenal Pack',140.0,Future Pro
Puma,White,65.0,men,Dream Nitro Future Ultimate Slide 'Paris Games',65.0,Dream Nitro Slide
Puma,White,75.0,kid,Future Match 7 FG AG Big Kid 'Phenomenal Pack',75.0,Future Match
Puma,Electric Lime,332.0,men,King Ultimate FG AG 'Phenomenal Pack',200.0,King Ultimate
Puma,Astro Red,160.0,women,Wmns Voyage Nitro 3 GORE-TEX 'Seasons - Fire Orchid',160.0,Voyage Nitro
Puma,Black,194.0,men,King Top IT 'Black White Gum',90.0,King Top
Puma,White,65.0,kid,CA Pro Classic Big Kid 'White Club Red',65.0,CA Pro
Puma,Olive Oil,219.0,men,Mostro OG 'Olive Oil',159.0,Mostro
Puma,Cool Light Grey,224.0,men,Mostro OG 'Cool Light Grey',159.0,Mostro
Puma,Gold,115.0,men,MB.03 'Chinese New Year',125.0,MB.03
Puma,Gold,137.0,kid,MB.03 Jr 'Chinese New Year',105.0,MB.03
Puma,Rose Gold,184.0,men,All-Pro Nitro 'Chinese New Year',120.0,All-Pro Nitro
Puma,Strong Grey,65.0,kid,180 Little Kid 'Strong Grey Black',65.0,180
Puma,Black,240.0,women,Wmns Future Ultimate 7 FG AG 'Phenomenal Pack - Black',240.0,Future Ultimate
Puma,Sugared Almond,110.0,women,Wmns Explore Nitro 'Seasons - Sugared Almond',110.0,Explore Nitro
Puma,Black,40.0,men,Softride Pro 24 V Slide 'Black White',40.0,Softride Pro Slide
Puma,Clementine,80.0,men,Capri Royale 'Clementine Frosted Ivory',80.0,Capri
Puma,White,90.0,men,CA Pro Mid 'White Vine',90.0,CA Pro
Puma,Vine,255.0,men,Clyde OG 'Vine Warm White',110.0,Clyde
Puma,Black,75.0,men,Suede 'Brand Love 2 - Black',75.0,Suede
Puma,White,100.0,men,Scuderia Ferrari x Future Cat OG 'White Rosso Corsa',100.0,Future Cat
Puma,Cool Light Grey,120.0,women,Wmns Velophasis 'Retreat Yourself - Cool Light Grey',120.0,Velophasis
Puma,Clementine,267.0,men,Clyde OG 'Clementine Navy',110.0,Clyde
Puma,Cool Light Grey,185.0,women,Wmns Blacktop Rider 'Retreat Yourself',90.0,Blacktop Rider
Puma,White,195.0,men,Mercedes-AMG Petronas F1 x Carbon Cat Mid 'White Sheen Green',130.0,Carbon Cat
Puma,Black,119.0,men,Basket Classic 21 'Black Gold Gum',75.0,Basket
Puma,Black,158.0,men,Mercedes-AMG Petronas F1 x Future Cat 'Black Sheen Green',100.0,Future Cat
Puma,Mineral Grey,140.0,women,Wmns Voyage Nitro 3 'Seasons - Mineral Grey',140.0,Voyage Nitro
Puma,White,213.0,men,All-Pro Nitro Team 'White Black',130.0,All-Pro Nitro
Puma,Poison Pink,342.0,women,Wmns Ultra Ultimate FG AG 'Phenomenal Pack',220.0,Ultra Ultimate
Puma,Frosted Ivory,148.0,men,Clyde OG 'Frosted Ivory Clementine',110.0,Clyde
Puma,White,120.0,women,Wmns Fuse 3.0 'White Black',120.0,Fuse
Puma,New Navy,174.0,men,180 'Sashiko',100.0,180
Puma,For All Time Red,40.0,men,Softride Pro 24 V Slide 'For All Time Red',40.0,Softride Pro Slide
Puma,Mineral Grey,239.0,women,Wmns Explore Nitro Mid 'Mineral Grey Turquoise Surf',130.0,Explore Nitro
Puma,Black,217.0,women,Wmns Electrify Nitro 3 Knit 'Black White',110.0,Electrify Nitro
Puma,Black,110.0,women,Wmns Explore Nitro 'Seasons - Black Active Red',110.0,Explore Nitro
Puma,White,90.0,women,Wmns Palermo 'White Rosebay',90.0,Palermo
Puma,Black,100.0,men,Scuderia Ferrari x Future Cat OG 'Black Rosso Corsa',100.0,Future Cat
Puma,Black,209.0,women,Wmns Electrify Nitro 3 'Black Silver',100.0,Electrify Nitro
Puma,Warm White,194.0,men,Capri Royale Mid 'Warm White',90.0,Capri
Puma,White,120.0,women,Wmns PWR XX Nitro Squared 'White Lime Pow',120.0,PWR XX Nitro
Puma,Poison Pink,150.0,women,Wmns ForeverRun Nitro 'Poison Pink',150.0,ForeverRun Nitro
Puma,White,65.0,kid,CA Pro Lux 3 Big Kid 'White Vapor Grey',65.0,CA Pro
Puma,Chocolate,197.0,men,Basket Classic 21 'Chocolate Gold',75.0,Basket
Puma,White,306.0,women,Wmns Future Ultimate 7 FG AG 'Phenomenal Pack',240.0,Future Ultimate
Puma,New Navy,127.0,men,Capri Royale 'New Navy Warm White',80.0,Capri
Puma,White,80.0,men,Morphic 'White Active Red',80.0,Morphic
Puma,Neon Sun,120.0,women,Wmns Fast-Trac Nitro 2 'Seasons - Neon Sun',120.0,Fast-Trac Nitro
Puma,White,74.0,men,Morphic Retro 'White Black',90.0,Morphic
Puma,Black,100.0,women,Wmns Electrify Nitro 3 'Black Peach Smoothie',100.0,Electrify Nitro
Puma,Alpine Snow,228.0,men,CA Pro 'Sport for the Fanbase',120.0,CA Pro
Puma,White,122.0,men,Capri Royale 'White Warm White',80.0,Capri
Puma,Flat Dark Grey,194.0,men,Capri Royale Mid 'Flat Dark Grey',90.0,Capri
Puma,Black,239.0,women,Wmns Explore Nitro Mid 'Black Ravish',130.0,Explore Nitro
Puma,Active Red,120.0,women,Wmns Fast-Trac Nitro 2 'Seasons - Active Red',120.0,Fast-Trac Nitro
Puma,Fire Orchid,100.0,women,Wmns Electrify Nitro 3 'Fire Orchid Ultra Blue',100.0,Electrify Nitro
Puma,Fast Red,100.0,men,Sparco x Future Cat OG 'Fast Red Dark Night',100.0,Future Cat
Puma,Lime Pow,100.0,women,Wmns Electrify Nitro 3 'Lime Pow Poison Pink',100.0,Electrify Nitro
Puma,Black,120.0,women,Wmns Fast-Trac Nitro 2 'Seasons - Black',120.0,Fast-Trac Nitro
Puma,Rosso Corsa,154.0,men,Scuderia Ferrari x SpeedFusion 2.0 'Rosso Corsa',100.0,SpeedFusion
Puma,White,45.0,kid,Multiflex Little Kid 'Glitz Formstrip',45.0,Multiflex
Puma,Sun Stream,342.0,men,evoSpeed Sprint Nitro 2 'Sun Stream Black',250.0,evoSpeed
Puma,White,194.0,men,Blacktop Rider 'Vibrant',90.0,Blacktop Rider
Puma,White,120.0,men,Liberate Nitro 2 'White Ocean Tropic',120.0,Liberate Nitro
Puma,Sun Stream,260.0,men,evoSpeed Brush 6 'Sun Stream Black',160.0,evoSpeed
Puma,Dark Cheddar,130.0,men,Palermo 'Dark Cheddar Bright Aqua',90.0,Palermo
Puma,Black,120.0,women,Wmns Fuse 3.0 'Black Turquoise Surf',120.0,Fuse
Puma,Black,120.0,men,Fuse 3.0 'Black Teak',120.0,Fuse
Puma,Silver Mist,120.0,men,Fuse 3.0 'Silver Mist Lime Pow',120.0,Fuse
Puma,White,110.0,kid,Future Pro 7 FG AG Big Kid 'Phenomenal Pack',110.0,Future Pro
Puma,Black,90.0,men,CA Pro Mid 'Black Team Gold',90.0,CA Pro
Puma,Black,112.0,men,Puma Suede XL Pleasures Black Frosted Ivory,120.0,Suede
Puma,Frosted Ivory,88.0,men,Harris Tweed x Suede Vintage 'Tartan - Yellow',100.0,Suede
Puma,Frosted Ivory,166.0,men,Harris Tweed x Suede Vintage 'Tartan - Red',100.0,Suede
Puma,White,65.0,kid,180 Little Kid 'White Black',65.0,180
Puma,Grape Mist,45.0,kid,Kruz Infant 'Grape Mist',45.0,Kruz Nitro
Puma,For All Time Red,45.0,kid,Kruz Infant 'For All Time Red',45.0,Kruz Nitro
Puma,White,75.0,kid,Cali Court Match Big Kid 'White Turquoise Surf',75.0,Cali
Puma,White,75.0,kid,Cali Court Match Big Kid 'Hearts',75.0,Cali
Puma,Black,45.0,kid,Kruz Infant 'Black White',45.0,Kruz Nitro
Puma,White,75.0,kid,Cali Court Match Big Kid 'White Pink Lilac',75.0,Cali
Mizuno,Black,244.99,men,Botas Futebol Mizuno Morelia Neo Beta Japan,349.99,Mizuno Morelia
Mizuno,White,251.99,men,Botas Futebol Mizuno Morelia Neo Japan Mix,359.99,Mizuno Morelia
Mizuno,Yellow,52.5,men,Tenis Running Mizuno Wave Polaris,104.99,Wave
Mizuno,Purple,52.5,men,Tenis Running Mizuno Wave Polaris  Sr,104.99,Wave
Mizuno,Blue,35.0,kid,Tenis Running Wave Rider  Jr,69.99,Wave
Mizuno,Pink,35.0,kid,Tenis Running Wave Rider  Jr,69.99,Wave
Mizuno,Blue,85.0,men,Teni Bota  Volei  Mizuno Shoe Wave Lightning Z,169.99,Wave
Mizuno,Orange,125.99,men,Tenis Volei Mizuno Wave Lightning Neo,179.99,Wave
Mizuno,White,80.99,men,Teni Bota Volei  Mizuno Thunder,89.99,Wave
Mizuno,Blue,90.0,men,Teni Volei  Mizuno  Wave Momentum,179.99,Thunder
Mizuno,White,111.99,men,Tenis Bota Volei Wave Lightning Z,159.99,Wave
Mizuno,Black,90.0,men,Tenis Volei  Mizuno Shoe Wave Lightning Neoz,179.99,Wave
Mizuno,Blue,80.0,men,Teni Bota  Volei  Mizuno Shoe Wave Lightning,159.99,Wave
Mizuno,Blue,85.0,men,Teni Bota Volei Mizuno Wave Momentum,169.99,Wave
Mizuno,White,80.0,men,Tenis Andebol  Mizuno Wave Stealth,159.99,Wave
Mizuno,Blue,60.0,men,Tenis Volei  Mizuno Shoe Wave Voltage,119.99,Wave
Mizuno,Blue,80.0,men,Tenis Mizuno Shoe Wave Momentun,159.99,Wave
Mizuno,White,152.99,men,Teni Bota Volei Mizuno Wave Lightning Z8,169.99,Wave
Mizuno,White,62.99,men,Teni Bota Volei Mizuno Thunder Blade Z,89.99,Wave
Mizuno,Black,85.0,men,Teni Bota Volei  Mizuno Wave Momentum,169.99,Thunder
Mizuno,Blue,80.0,men,Tenis Andebol  Mizuno Wave Stealth,159.99,Wave
Mizuno,White,75.0,men,Tenis Andebol  Mizuno Wave,149.99,Wave
Mizuno,White,75.0,men,Tenis Andebol Mizuno Wave Stealth Neo,149.99,Wave
Mizuno,Blue,75.0,men,Tenis Padel Mizuno,149.99,Wave
Mizuno,Black,60.0,men,Tenis Padel Mizuno Wave Exceed Light,119.99,Padel
Mizuno,Black,55.0,women,Tenis Padel Mizuno Wave Exceed,109.99,Wave
Mizuno,White,76.99,men,Tenis Andebol Mizuno Wave Dimension,109.99,Wave
Mizuno,Burgundy,75.0,men,Tenis Andebol Mizuno Wave Stealth Neo,149.99,Wave
Mizuno,Grey,75.0,men,Tenis Andebol Mizuno Wave Stealth Neo,149.99,Wave
Mizuno,Blue,35.0,men,Tenis Andebol Mizuno Lighting Star,69.99,Wave
Mizuno,Black,40.0,men,Teni Bota Andebol Mizuno Thunder Blade,79.99,Thunder
Mizuno,Blue,67.5,men,Tenis Volei Mizuno Wave Luminous 2,134.99,Wave
Mizuno,White,104.99,men,Tenis Volei Wave Lightning Z,149.99,Wave
Mizuno,Grey,60.0,men,Tenis Volei  Mizuno Shoe Voltage,119.99,Voltage
Mizuno,White,55.99,men,Tenis Volei Thunder Blade Z,79.99,Thunder
Mizuno,Blue,77.5,men,Tenis Volei Mizuno Wave Momentum 2,154.99,Wave
Mizuno,Blue,62.99,men,Teni Bota Volei Mizuno Thunder Blade Z,89.99,Thunder
